ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Goodwill,Budget sources and other funds,Investment and development funds (Bn. VND),Convertible bonds (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Investments in associate companies,Less: Provision for diminuation in value of long term investments,Tangible fixed assets,Intagible fixed assets,Other Assets,Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,Capital,Reserves,Foreign Currency Difference reserve,Investment in joint ventures,Difference upon Assets Revaluation,Minority Interest
VNM,2014,4,15522309519016.0,1527875428216,7467962935026.0,2771736892079.0,3620107245454.0,134627018241.0,10247828541941.0,0.0,8890084022717,147725868615.0,700375068841,341541338443.0,25770138060957,5969901577449,5453262931031.0,516638646418.0,19680282615855,19680282615855.0,0.0,7157699467945,0,25770138060957,420615080215.0,0.0,3633231617297.0,5442538830.0,10006413990000.0,10006413990000,346383586552.0,17826386435.0,1279525014840.0,0.0,183505250834.0,380012236959,7395303671.0,7395303671.0,160706939654.0,,1550028784604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2014,3,12808828895655.0,670329547281,6010426758526.0,2535847162555.0,3535730778418.0,56494648875.0,11098774021552.0,0.0,8848709119929,104838186590.0,1598896746815,374596885496.0,23907602917207,5662834497211,5146485757250.0,516348739961.0,18122315803395,18122315803395.0,0.0,5857586831474,0,23907602917207,440963448155.0,0.0,3549938308880.0,6669789613.0,10006413990000.0,10006413990000,349878694016.0,14229030312.0,1273922478239.0,0.0,201152715870.0,1277336020900,6442492670.0,6442492670.0,165290590052.0,,1378181089327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2014,2,13778291683771.0,1219936043702,5917347091318.0,2239065946679.0,4259769334087.0,142173267985.0,9955953497083.0,0.0,8821435295369,103600345899.0,494551977550,362797037390.0,23734245180854,5119511114009,4624642854725.0,494868259284.0,18552031822579,18552031822579.0,0.0,6866599920458,0,23734245180854,297206010826.0,0.0,4273413117553.0,49336186072.0,8339557960000.0,8339557960000,326808491393.0,17653657080.0,66825762412.0,0.0,196204979134.0,191271452425,3698683669.0,3698683669.0,169870157206.0,,1239815387659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2014,1,13566719604936.0,1193310867797,5776073081618.0,2589045252214.0,3798942838749.0,209347564558.0,9697630589886.0,0.0,8795188483871,104812739721.0,328573625510,294923636457.0,23264350194822,4403591598101,4047843509295.0,355748088806.0,18796401965978,18796401965978.0,0.0,7264947377603,0,23264350194822,373384383132.0,0.0,3810158581368.0,57621073957.0,8339557960000.0,8339557960000,190497999316.0,26747069793.0,178426692076.0,0.0,173300542672.0,43912654261,4143542668.0,4143542668.0,169988561659.0,,1086361105334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2013,4,13018930127438.0,2745645325950,4167317622318.0,2728421414532.0,3217483048888.0,160062715750.0,9856483929198.0,0.0,8918416535379,149445717001.0,318308294039,295112796930.0,22875414056636,5307060807329,4956397594108.0,350663213221.0,17545489315423,17545489315423.0,0.0,6149811983770,0,22875414056636,423820755014.0,0.0,3227859954432.0,4880874661.0,8339557960000.0,8339557960000,184142784403.0,20929404542.0,178943692147.0,0.0,171151838315.0,43927626956,736666667.0,736666667.0,174463919182.0,,950237983612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2013,3,11634196616736.0,1684436360678,3869716691608.0,2571043374013.0,3258750181216.0,250250009221.0,9025317926360.0,0.0,8359739122551,150662518929.0,247787187429,259241769127.0,20659514543096,3771554208170,3701868681483.0,69685526687.0,16887960334926,16887960334926.0,0.0,5677579248354,0,20659514543096,558597968643.0,0.0,3262254673271.0,2010143669.0,8339557960000.0,8339557960000,0.0,21296233954.0,0.0,0.0,109639619818.0,26322737046,0.0,0.0,7887328324.0,,764826880531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2013,2,12077326003950.0,812485229333,4690836761292.0,2412771906031.0,3881704034688.0,279528072606.0,9037212764812.0,0.0,8417743279497,110678109172.0,285040218673,215560470364.0,21114538768762,4083065582101,4013167930550.0,69897651551.0,17031473186661,17031473186661.0,0.0,6124773787226,0,21114538768762,679488450242.0,0.0,3885037011153.0,1799752514.0,8339557960000.0,8339557960000,0.0,32845817190.0,0.0,0.0,81691053305.0,78503484679,0.0,0.0,8190687106.0,,539193296167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2013,1,11885819757336.0,1633381902213,3926641975882.0,2313882601252.0,3763211894998.0,248701382991.0,8703020109674.0,0.0,8168338799595,111680774334.0,282888887661,131617602196.0,20588839867010,3717442885609,3657763640534.0,59679245075.0,16871396981401,16871396981401.0,0.0,6297150184902,0,20588839867010,751565977402.0,0.0,3767593427362.0,2051386910.0,8339557960000.0,8339557960000,0.0,19577811278.0,0.0,0.0,34953110614.0,78503484679,0.0,0.0,8494045888.0,,297685912159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2025,4,103682043127964.0,8300890304205,19484412761405.0,15064703713293.0,52828227344442.0,8003809004619.0,154239538285186.0,0.0,133608057859977,528191122247.0,2248000000000,6695070415682.0,257921581413150,126701570536575,94208648920111.0,32492921616464.0,131220010876575,131220010876575.0,,51034812570467,2042101955279,257921581413150,1878084035938.0,0.0,52892273238885.0,0.0,76754658550000.0,76754658550000,27479194057074.0,862026330691.0,64694957245143.0,51513185419.0,6003368983150.0,0,248919079879.0,290327516308.0,0.0,0.0,1388437800829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2025,3,95425988115582.0,9092562739415,18903949054642.0,13727194725111.0,45623656431728.0,8078625164686.0,150745350172070.0,0.0,104711263391250,536668864862.0,300000000,5079772440151.0,246171338287652,118655326188383,83163272833172.0,35492053355211.0,127516012099269,127516012099269.0,,47288178774368,2078333532773,246171338287652,4219935549920.0,65061616439.0,45675711221795.0,0.0,76754658550000.0,76754658550000,28356095137594.0,619205121131.0,68482383626253.0,52097751283.0,4390536576181.0,0,825562606009.0,849788287676.0,0.0,0.0,1394841242128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2025,2,97613904938535.0,10688024277258,17584027436423.0,12334925649801.0,48853408114115.0,8153519460938.0,144610625980515.0,0.0,65302976358571,544375244149.0,0,5041262109917.0,242224530919050,119865026005768,86427453449629.0,33437572556139.0,122359504913282,122359504913282.0,,56176646414996,825515256158,242224530919050,2755989948090.0,97061616439.0,48900263257832.0,0.0,63962502000000.0,63962502000000,27312288660990.0,306667783670.0,66692028477152.0,57563156071.0,4338725174159.0,0,827053815447.0,900453913211.0,0.0,0.0,1394841242128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2025,1,88914195573724.0,7459035818129,16212510112252.0,10856053423195.0,46603844415849.0,7782751804299.0,139947392214583.0,0.0,85838135705767,552837241998.0,0,5015366006415.0,228861587788307,110864708699178,77298523955478.0,33566184743700.0,117996879089129,117996879089129.0,,52943588928234,295946918767,228861587788307,2349213570061.0,89561616439.0,46713899534932.0,0.0,63962502000000.0,63962502000000,27256965869238.0,570631436241.0,61784512821075.0,60588141397.0,4261916994097.0,0,848015622228.0,920743791614.0,0.0,0.0,794841242128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2024,4,86674276272995.0,6887646139852,18974716730905.0,7647800286988.0,46091222189472.0,7072890925778.0,137815431280986.0,0.0,67428366953514,559598463093.0,136500000000,5016848415359.0,224489707553981,109842249570282,75225243262689.0,34617006307593.0,114647457983699,114647457983699.0,,49599124109203,290990632368,224489707553981,2118824427004.0,87461616439.0,46192292081813.0,0.0,63962502000000.0,63962502000000,27080443256096.0,739178306553.0,55882686213459.0,63613126723.0,4269141694868.0,0,840594835822.0,923400123614.0,0.0,0.0,794841242128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2024,3,80841803394106.0,8500998079280,16386803148945.0,9140948029240.0,40197821463879.0,6615232672762.0,130544540534012.0,0.0,68475648874477,568026681070.0,136500000000,4642778670407.0,211386343928118,99607246691658,68995125104046.0,30612121587612.0,111779097236460,111779097236460.0,,46809218886586,189176035910,211386343928118,2948440731905.0,318461616439.0,40480715224028.0,0.0,63962502000000.0,63962502000000,24517626484538.0,440576623880.0,54180722680952.0,66834062714.0,4347213561931.0,0,841682562478.0,1031145036427.0,0.0,0.0,818200313964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2024,2,84466831221789.0,13032037853283,15314673148945.0,10392801855660.0,40163540620593.0,5563777743308.0,122142248509406.0,0.0,70018632033341,576450457500.0,136500000000,4874209747069.0,206609079731195,97932514837164,73551241248845.0,24381273588319.0,108676564894031,108676564894031.0,,43793278849369,102583730698,206609079731195,2112090222977.0,237461616439.0,40454441094217.0,0.0,63962502000000.0,63962502000000,19674955314582.0,482276831033.0,53315313650059.0,69859048040.0,4612526104983.0,0,850381710697.0,1119456422036.0,0.0,0.0,818200313964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2024,1,94032457790196.0,12428888036237,22271418573603.0,12105116296231.0,42714279935957.0,4512754948168.0,107907767738311.0,95351026613.0,71016027599296,585122402410.0,0,4817528271885.0,201940225528507,96315644955419,79314487942852.0,17001157012567.0,105624580573088,105624580573088.0,,43342850291239,104112551615,201940225528507,3486349652033.0,238584417297.0,42846344041978.0,0.0,58147857000000.0,58147857000000,16080142067527.0,340776685682.0,61438295764670.0,72884033366.0,4558305203235.0,0,777913997306.0,1313739979740.0,0.0,0.0,818200313964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2023,4,82716439173043.0,12267401160884,22161903502481.0,10702136439996.0,34504487406261.0,3080510663421.0,105066147390758.0,95351026613.0,72014494381617,593920277320.0,40000000000,4454004867718.0,187782586563801,84946167324422,71513492904733.0,13432674419689.0,102836419239379,102836419239379.0,,40593031662656,65769846489,187782586563801,2583940446585.0,203600000000.0,34628367844950.0,0.0,58147857000000.0,58147857000000,10399119292481.0,741733890580.0,54981883180636.0,75909018692.0,4215007972679.0,0,781079548004.0,1880922130348.0,0.0,0.0,818200313964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2023,3,78482566275784.0,9696669423876,19957222511116.0,12506103872593.0,33524022785325.0,2798547682874.0,95024445408788.0,95693561714.0,72782298055573,602718152230.0,40000000000,4241703068971.0,173507011684572,73641823428128,64117126047962.0,9524697380166.0,99865188256444,99865188256444.0,,37637957599031,72040463743,173507011684572,6382755770441.0,204293835516.0,33797441007167.0,0.0,58147857000000.0,58147857000000,8744590378258.0,440272925867.0,49237590969260.0,78934004018.0,3940414512830.0,0,797360888746.0,893054450460.0,0.0,0.0,819978707993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2023,2,84903568227057.0,13252855086239,22848207160936.0,14298660297800.0,32001578654651.0,2502267027431.0,91339753512384.0,101693561714.0,68933857375679,611516027140.0,700000000,4279545205102.0,176243321739441,78383030678319,68684638366804.0,9698392311515.0,97860291061122,97860291061122.0,,35628765721538,77020576327,176243321739441,7165317196380.0,198994978279.0,32260969330532.0,0.0,58147857000000.0,58147857000000,8878939971816.0,474991364466.0,51748268155863.0,81958989344.0,4015522196267.0,700000000,797215116297.0,898908678011.0,0.0,0.0,823554378850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2023,1,85412137003655.0,7868451566326,27420903628936.0,13830143965796.0,34306897157900.0,1985740684697.0,89996474170665.0,101693561714.0,69945445195200,620313902050.0,700000000,4126118803684.0,175408611174320,78970635902647,67898727221098.0,11071908681549.0,96437975271673,96437975271673.0,,34188742435682,91030609632,175408611174320,7615042397537.0,202288720958.0,34594927921769.0,0.0,58147857000000.0,58147857000000,10304996868419.0,308803858657.0,50354261925455.0,84983974670.0,3812194108908.0,700000000,797286302189.0,898979863903.0,0.0,0.0,825685286648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2022,4,80514710854455.0,8324588920227,26268246676354.0,9892869502308.0,34491111096123.0,1537894659443.0,89820810782676.0,101693561714.0,70832915657865,629111776960.0,700000000,4100323979117.0,170335521637131,74222582021348,62385392809685.0,11837189211663.0,96112939615783,96112939615783.0,,33833829973987,105562146315,170335521637131,5366254068739.0,124200000000.0,35727277739296.0,0.0,58147857000000.0,58147857000000,11151651204402.0,860793139245.0,46748670400471.0,88008959996.0,3929243956403.0,700000000,792790894665.0,894484456379.0,0.0,0.0,834782434216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2022,3,96870553001623.0,11881408346665,27029902625837.0,12007503450736.0,43880267448945.0,2071471129440.0,86934558142575.0,107320214500.0,71724752157800,524941086150.0,533221643835,3550287056630.0,183805111144198,85729628216342,72529758653352.0,13199869562990.0,98075482927856,98075482927856.0,,35825427344474,112205547137,183805111144198,6201220324465.0,195948347214.0,44779256645900.0,0.0,58147857000000.0,58147857000000,12629305426051.0,655008097406.0,52871495029424.0,32630950665.0,3512918448027.0,700000000,792406327115.0,899726541615.0,0.0,0.0,811606247382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2022,2,120220561631693.0,20325198022112,24440598374838.0,14321534634657.0,57554102163500.0,3579128436586.0,87276066459169.0,112211774500.0,70059409042323,532671070016.0,1048221643835,4258016901270.0,207496628090862,107581226941887,93614175927244.0,13967051014643.0,99915401148975,99915401148975.0,,51018268839745,123819872546,207496628090862,6754064543180.0,197299190000.0,58316585193363.0,0.0,44729227060000.0,44729227060000,13443161725051.0,1629331194548.0,56575628198553.0,34127950665.0,3882471854263.0,700000000,696764044889.0,808975819389.0,0.0,0.0,850481003264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2022,1,100439719965356.0,19060014590301,27249295250368.0,12128156547984.0,40036170600581.0,1966082976122.0,85407389229115.0,117332137560.0,70214481078887,540135374989.0,520794794048,3896987471493.0,185847109194471,86889171231434,72447609869307.0,14441561362127.0,98957937963037,98957937963037.0,,49982300098270,144689613676,185847109194471,5490803643623.0,76724162500.0,40223396456992.0,0.0,44729227060000.0,44729227060000,13921989392311.0,991916695056.0,46260963681821.0,35624950665.0,3479886459580.0,700000000,693905159483.0,811237297043.0,0.0,0.0,877817304122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2021,4,94154411120305.0,22471375562130,18236152616078.0,7662232268645.0,42134493932211.0,3650156741241.0,84081562709943.0,118401369280.0,69280841784004,548210755123.0,6715955617,3418674331681.0,178235973830248,87455796846810,73459315876441.0,13996480970369.0,90780176983438,90780176983438.0,,41762977442911,154788720987,178235973830248,1721923295278.0,23521740500.0,42370012405545.0,0.0,44729227060000.0,44729227060000,13464931998700.0,788002603134.0,43747643082356.0,37121950665.0,2852196650370.0,700000000,690833578689.0,809234947969.0,0.0,0.0,923549304122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2021,3,95958382276120.0,13376486099355,21440678216078.0,10856205170508.0,46006414493653.0,4278598296526.0,78684891855544.0,136126636800.0,68157059900455,554952987478.0,30722142966,2490535248440.0,174643274131664,90317590122165,71995624227147.0,18321965895018.0,84325684009499,84325684009499.0,,35275203852272,189331368214,174643274131664,2830315706709.0,0.0,46072215379496.0,0.0,44729227060000.0,44729227060000,17710867201107.0,794628772023.0,43356751775423.0,38618950665.0,1841908886669.0,700000000,580917362125.0,717043998925.0,0.0,0.0,928641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2021,2,82425689816656.0,14644183731657,17182805095788.0,7946101345417.0,39803824314074.0,2848775329720.0,77383461382038.0,156506924800.0,67685103108103,563252704950.0,23058078444,2431308504065.0,159809151198694,85824712100939,69333019977602.0,16491692123337.0,73984439097755,73984439097755.0,,24924970345533,184026250345,159809151198694,2203362134984.0,0.0,39867066454066.0,0.0,44729227060000.0,44729227060000,15722216250958.0,1577448864767.0,40271515461442.0,40115950665.0,1875465992374.0,700000000,234996627037.0,391503551837.0,0.0,0.0,928641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2021,1,63943158727826.0,14018629193714,10806768801746.0,8684635872093.0,27750575698018.0,2682549162255.0,75039110916884.0,154672236800.0,67592452679850,571555355217.0,161389105399,2002901631048.0,138982269644710,72760709285906,51504077676628.0,21256631609278.0,66221560358804,66221560358804.0,,28761453883279,178071645979,138982269644710,1787704891162.0,0.0,27849336103608.0,0.0,33132826590000.0,33132826590000,18268026878382.0,1153646412265.0,37292384217221.0,41612950665.0,1630316950335.0,700000000,220232846324.0,374905083124.0,0.0,0.0,928641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2020,4,56800328871828.0,13001001772526,8822092675380.0,6124790460291.0,26286822229202.0,2565621734429.0,74711108023192.0,96007238800.0,65561657180137,564296973801.0,171085206311,1861689608518.0,131511436895020,72291648089103,51975217453875.0,20316430635228.0,59219788805917,59219788805917.0,,21783390780083,157801038336,131511436895020,1303037835829.0,0.0,26373360826788.0,0.0,33132826590000.0,33132826590000,17343247551512.0,1257272765123.0,36798465672104.0,43109950665.0,1593026349829.0,700000000,209158308631.0,305165547431.0,0.0,0.0,928641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2020,3,43319362756352.0,5628548667015,8790110507972.0,5830460844355.0,20979333665419.0,2090909071591.0,74152899413199.0,78994260800.0,52405246185611,570430014417.0,27962310955,1922759923764.0,117472262169551,62484991198555,35959335130297.0,26525656068258.0,54987270970996,54987270970996.0,,17526147884349,189382226589,117472262169551,1199334989146.0,0.0,21083272648906.0,0.0,33132826590000.0,33132826590000,21254553307935.0,341282462874.0,23997067430441.0,44606950665.0,1530055228360.0,700000000,182719877064.0,261714137864.0,0.0,0.0,923641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2020,2,39021211004177.0,7489589626409,4657803760493.0,4222428620373.0,20763287739249.0,1888101257653.0,73622989668381.0,4834800000.0,46200744450629,570108253093.0,33457319296,1949565181760.0,112644200672558,60063624398542,33561295345821.0,26502329052721.0,52580576274016,52580576274016.0,,20656063110900,175877819430,112644200672558,818600704606.0,0.0,20863422367451.0,0.0,27610741150000.0,27610741150000,20652229603664.0,261987969111.0,22013921358872.0,46103950665.0,1567442727861.0,700000000,36043348906.0,40878148906.0,0.0,0.0,923641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2020,1,34134100270691.0,6157827189416,1617338585240.0,5012639384483.0,19554348585095.0,1791946526457.0,72974866845532.0,4432515000.0,46005627206922,577022819551.0,35550696612,1970947857586.0,107108967116223,57045558211069,29619287506417.0,27426270704652.0,50063408905154,50063408905154.0,,18133536187349,182623651969,107108967116223,935673903076.0,0.0,19644199227624.0,0.0,27610741150000.0,27610741150000,20243611152953.0,409254906412.0,21100126947016.0,54422883337.0,1608467110745.0,700000000,36056548906.0,40489063906.0,0.0,0.0,923641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2019,4,30471566196894.0,4564902312859,1374340352910.0,3574874546688.0,19411922751097.0,1545526233340.0,71319093190005.0,4910346000.0,31243762955011,576616510917.0,25794216642,2004150482487.0,101790659386899,54002872297592,26997676529364.0,27005195768228.0,47787787089307,47787787089307.0,,15858369680604,182908695283,101790659386899,757832561191.0,0.0,19480666533262.0,0.0,27610741150000.0,27610741150000,19842099219720.0,408691837688.0,16837653470387.0,61185171517.0,1650738623090.0,700000000,22807248984.0,27717594984.0,0.0,0.0,923641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2019,3,30494639754256.0,3972943652210,1840768046165.0,3854081869718.0,18945703297422.0,1881142888741.0,66953716591494.0,0.0,15086409094597,175242985695.0,25878820359,1653076046574.0,97448356345750,51398830400376,24505625834712.0,26893204565664.0,46049525945374,46049525945374.0,,14125697615600,182554510725,97448356345750,1267865728973.0,0.0,18997874035873.0,0.0,27610741150000.0,27610741150000,20738255458345.0,262015344026.0,17430383939442.0,67947459697.0,1303253656147.0,700000000,22800638984.0,22800638984.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2019,2,29254317510964.0,5900076071570,2607379478851.0,4121219190869.0,15391106218426.0,1234536551248.0,63764944234943.0,0.0,13820711278755,173686843034.0,3771893666,1723908265085.0,93019261745907,48763171892900,22370696041923.0,26392475850977.0,44256089853007,44256089853007.0,,12370941898660,143835789906,93019261745907,1515630124222.0,0.0,15442137979390.0,0.0,27610741150000.0,27610741150000,20255615545791.0,250161169385.0,14012517205777.0,74709747877.0,1398541959852.0,700000000,23193350024.0,23193350024.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2019,1,28055962486199.0,6110879210952,3219966168421.0,4989303397720.0,12658139914824.0,1077673794282.0,56890767272793.0,0.0,14137741367378,176713686761.0,59089706857,1734962640971.0,84946729758992,42735605416956,21872970606920.0,20862634810036.0,42211124342036,42211124342036.0,,16707417251845,134151102309,84946729758992,1621494418109.0,0.0,12705505081496.0,0.0,21239071660000.0,21239071660000,18678247132851.0,359215105051.0,11802863530796.0,81472036057.0,1419059142232.0,700000000,23145210169.0,23145210169.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2018,4,26013633267830.0,2515617135457,3724562710535.0,3915158043554.0,14115158052529.0,1743137325755.0,52211329380109.0,0.0,12782560625001,179740530488.0,66584926457,1755774089572.0,78224962647939,37616012807129,24299196176342.0,13316816630787.0,40608949840810,40608949840810.0,,15111142063905,128257269222,78224962647939,810319171039.0,0.0,14188355173355.0,0.0,21239071660000.0,21239071660000,12810996979972.0,361444408581.0,11494717393327.0,88234324237.0,1461311868435.0,700000000,22301804672.0,22301804672.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2018,3,31834300607121.0,3976151668262,5900895937362.0,5640203890272.0,14770217336303.0,1546831774922.0,38268471313713.0,0.0,13086355600772,182134011925.0,22030941489,1614903232515.0,70102771920834,31069071303247,21460455144991.0,9608616158256.0,39033700617587,39033700617587.0,,13533454440631,130549911124,70102771920834,2338017297368.0,0.0,14859260924492.0,0.0,21239071660000.0,21239071660000,9011900651509.0,405076519485.0,13023391906780.0,0.0,1332714173291.0,700000000,22307347172.0,22307347172.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2018,2,33311681394721.0,5319038225154,7754034432961.0,6176268736830.0,12887026543733.0,1175313456043.0,28766660537419.0,0.0,13072518388579,185153036362.0,21894926457,1627559890874.0,62078341932140,25451498115834,19959127538857.0,5492370576977.0,36626843816306,36626843816306.0,,17199924338502,125904351519,62078341932140,3893429128203.0,0.0,13024194419202.0,0.0,15170790000000.0,15170790000000,4976499450228.0,797009065381.0,11527601640256.0,101977257121.0,1344631018832.0,700000000,70312568404.0,70312568404.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2018,1,32950886918408.0,6662968459743,7097179666718.0,7178547741042.0,11333204635800.0,678986415105.0,21486597050953.0,0.0,13075194506203,188172060799.0,31015649848,1390105168162.0,54437483969361,20009291058652,17459059766452.0,2550231292200.0,34428192910709,34428192910709.0,,15017374820546,121250780939,54437483969361,4856000991045.0,0.0,11473029927631.0,0.0,15170790000000.0,15170790000000,2077143669720.0,705004491879.0,10291257465605.0,108631365039.0,1095751686732.0,15700000000,22307347172.0,22307347172.0,0.0,0.0,918641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2017,4,33077484195254.0,4264641954689,9936707080033.0,6555231799648.0,11768631544306.0,552271816578.0,19944513582995.0,0.0,13173015169503,191191085236.0,16951738400,1067770383479.0,53021997778249,20624417566339,18520535634327.0,2103881932012.0,32397580211910,32397580211910.0,,13397029077196,110613825490,53021997778249,4007002903693.0,0.0,11912942448894.0,0.0,15170790000000.0,15170790000000,1651494675275.0,824276288448.0,11328518776500.0,54405476957.0,842611587232.0,15700000000,21810530536.0,21810530536.0,0.0,0.0,518641612156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2017,3,30643371644872.0,2591864482986,11916316118066.0,4603448750970.0,11120130644773.0,411611648077.0,17698775610176.0,0.0,12544057381764,193699844281.0,33811776141,991963864796.0,48342147255048,18205062567794,16469143017413.0,1735919550381.0,30137084687254,30137084687254.0,,11139533308646,105684327327,48342147255048,2561160744485.0,38440000000.0,11272736502086.0,0.0,15170790000000.0,15170790000000,1181165360145.0,1095781192516.0,10235941401138.0,59365636210.0,770794396452.0,15700000000,20536305536.0,20536305536.0,0.0,0.0,520253104213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2017,2,23982297253905.0,1813484050479,7814578768230.0,2837413793081.0,11106756758800.0,410063883315.0,15680187074885.0,2500000000.0,12527280251353,196718868716.0,33823661785,948145523327.0,39662484328790,16723038709594,15754306629937.0,968732079657.0,22939445619196,22939445619196.0,,9000683439863,103180488052,39662484328790,959223223993.0,0.0,11253553910153.0,0.0,12642554170000.0,12642554170000,415200000000.0,1041670122560.0,9491993541160.0,64521746128.0,739120206813.0,15702128365,20535305536.0,23035305536.0,0.0,0.0,520253104213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,2017,1,21530442705748.0,2380437136128,5674127511304.0,2498830711892.0,10509719326031.0,467328020393.0,15415383428223.0,2500000000.0,12458218120117,199737893149.0,48752875262,933877217571.0,36945826133971,15542328417312,14470323433267.0,1072004984045.0,21403497716659,21403497716659.0,,11040562105687,104713866691,36945826133971,1047356998800.0,0.0,10653996774526.0,0.0,8428749560000.0,8428749560000,612200000000.0,973688394689.0,9012842223432.0,69677856046.0,728439631004.0,15702128365,20580399536.0,23080399536.0,0.0,0.0,1156415747213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
